"","ai","aj","goodness"
"288",0.85,0.02,106.411867583398
"289",0.86,0.02,106.640644554967
"290",0.87,0.02,106.869421526536
"291",0.88,0.02,107.098198498106
"292",0.89,0.02,107.326975469675
"293",0.9,0.02,107.555752441244
"294",0.91,0.02,107.784529412814
"295",0.92,0.02,108.013306384383
"296",0.93,0.02,108.242083355953
"297",0.94,0.02,108.470860327522
"298",0.95,0.02,108.699637299091
"299",0.96,0.02,108.928414270661
"300",0.97,0.02,109.15719124223
"301",0.98,0.02,109.3859682138
"302",0.99,0.02,109.614745185369
"303",1,0.02,110.840375055909
"304",0,0.03,86.965825
"305",0.01,0.03,87.1948704215694
"306",0.02,0.03,87.4239158431388
"307",0.03,0.03,87.6529612647082
"308",0.04,0.03,87.8820066862775
"309",0.05,0.03,88.1110521078469
"310",0.06,0.03,88.3400975294163
"311",0.07,0.03,88.5691429509857
"312",0.08,0.03,88.7981883725551
"313",0.09,0.03,89.0272337941245
"314",0.1,0.03,89.2562792156938
"315",0.11,0.03,89.4853246372632
"316",0.12,0.03,89.7143700588326
"317",0.13,0.03,89.943415480402
"318",0.14,0.03,90.1724609019714
"319",0.15,0.03,90.4015063235408
"320",0.16,0.03,90.6305517451101
"321",0.17,0.03,90.8595971666795
"322",0.18,0.03,91.0886425882489
"323",0.19,0.03,91.3176880098183
"324",0.2,0.03,91.5467334313877
"325",0.21,0.03,91.775778852957
"326",0.22,0.03,92.0048242745264
"327",0.23,0.03,92.2338696960958
"328",0.24,0.03,92.4629151176652
"329",0.25,0.03,92.6919605392346
"330",0.26,0.03,92.921005960804
"331",0.27,0.03,93.1500513823733
"332",0.28,0.03,93.3790968039427
"333",0.29,0.03,93.6081422255121
"334",0.3,0.03,93.8371876470815
"335",0.31,0.03,94.0662330686509
"336",0.32,0.03,94.2952784902203
"337",0.33,0.03,94.5243239117897
"338",0.34,0.03,94.753369333359
"339",0.35,0.03,94.9824147549284
"340",0.36,0.03,95.2114601764978
"341",0.37,0.03,95.4405055980672
"342",0.38,0.03,95.6695510196366
"343",0.39,0.03,95.898596441206
"344",0.4,0.03,96.1276418627753
"345",0.41,0.03,96.3566872843447
"346",0.42,0.03,96.5857327059141
"347",0.43,0.03,96.8147781274835
"348",0.44,0.03,97.0438235490529
"349",0.45,0.03,97.2728689706223
"350",0.46,0.03,97.5019143921916
"351",0.47,0.03,97.730959813761
"352",0.48,0.03,97.9600052353304
"353",0.49,0.03,98.1890506568998
"354",0.5,0.03,98.4180960784691
"355",0.51,0.03,98.6471415000386
"356",0.52,0.03,98.8761869216079
"357",0.53,0.03,99.1052323431773
"358",0.54,0.03,99.3342777647467
"359",0.55,0.03,99.5633231863161
"360",0.56,0.03,99.7923686078855
"361",0.57,0.03,100.021414029455
"362",0.58,0.03,100.250459451024
"363",0.59,0.03,100.479504872594
"364",0.6,0.03,100.708550294163
"365",0.61,0.03,100.937595715732
"366",0.62,0.03,101.166641137302
"367",0.63,0.03,101.395686558871
"368",0.64,0.03,101.624731980441
"369",0.65,0.03,101.85377740201
"370",0.66,0.03,102.082822823579
"371",0.67,0.03,102.311868245149
"372",0.68,0.03,102.540913666718
"373",0.69,0.03,102.769959088287
"374",0.7,0.03,102.999004509857
"375",0.71,0.03,103.228049931426
"376",0.72,0.03,103.457095352996
"377",0.73,0.03,103.686140774565
"378",0.74,0.03,103.915186196134
"379",0.75,0.03,104.144231617704
"380",0.76,0.03,104.373277039273
"381",0.77,0.03,104.602322460843
"382",0.78,0.03,104.831367882412
"383",0.79,0.03,105.060413303981
"384",0.8,0.03,105.289458725551
"385",0.81,0.03,105.51850414712
"386",0.82,0.03,105.747549568689
"387",0.83,0.03,105.976594990259
"388",0.84,0.03,106.205640411828
"389",0.85,0.03,106.434685833398
"390",0.86,0.03,106.663731254967
"391",0.87,0.03,106.892776676536
"392",0.88,0.03,107.121822098106
"393",0.89,0.03,107.350867519675
"394",0.9,0.03,107.579912941244
"395",0.91,0.03,107.808958362814
"396",0.92,0.03,108.038003784383
"397",0.93,0.03,108.267049205953
"398",0.94,0.03,108.496094627522
"399",0.95,0.03,108.725140049091
"400",0.96,0.03,108.954185470661
"401",0.97,0.03,109.18323089223
"402",0.98,0.03,109.4122763138
"403",0.99,0.03,109.641321735369
"404",1,0.03,110.867220055909
"405",0,0.04,86.965825
"406",0.01,0.04,87.1951388715694
"407",0.02,0.04,87.4244527431388
"408",0.03,0.04,87.6537666147082
"409",0.04,0.04,87.8830804862775
"410",0.05,0.04,88.1123943578469
"411",0.06,0.04,88.3417082294163
"412",0.07,0.04,88.5710221009857
"413",0.08,0.04,88.8003359725551
"414",0.09,0.04,89.0296498441245
"415",0.1,0.04,89.2589637156938
"416",0.11,0.04,89.4882775872632
"417",0.12,0.04,89.7175914588326
"418",0.13,0.04,89.946905330402
"419",0.14,0.04,90.1762192019714
"420",0.15,0.04,90.4055330735408
"421",0.16,0.04,90.6348469451101
"422",0.17,0.04,90.8641608166795
"423",0.18,0.04,91.0934746882489
"424",0.19,0.04,91.3227885598183
"425",0.2,0.04,91.5521024313877
"426",0.21,0.04,91.7814163029571
"427",0.22,0.04,92.0107301745264
"428",0.23,0.04,92.2400440460958
"429",0.24,0.04,92.4693579176652
"430",0.25,0.04,92.6986717892346
"431",0.26,0.04,92.927985660804
"432",0.27,0.04,93.1572995323734
"433",0.28,0.04,93.3866134039427
"434",0.29,0.04,93.6159272755121
"435",0.3,0.04,93.8452411470815
"436",0.31,0.04,94.0745550186509
"437",0.32,0.04,94.3038688902203
"438",0.33,0.04,94.5331827617896
"439",0.34,0.04,94.762496633359
"440",0.35,0.04,94.9918105049284
"441",0.36,0.04,95.2211243764978
"442",0.37,0.04,95.4504382480672
"443",0.38,0.04,95.6797521196365
"444",0.39,0.04,95.9090659912059
"445",0.4,0.04,96.1383798627753
"446",0.41,0.04,96.3676937343447
"447",0.42,0.04,96.5970076059141
"448",0.43,0.04,96.8263214774835
"449",0.44,0.04,97.0556353490528
"450",0.45,0.04,97.2849492206223
"451",0.46,0.04,97.5142630921916
"452",0.47,0.04,97.743576963761
"453",0.48,0.04,97.9728908353304
"454",0.49,0.04,98.2022047068998
"455",0.5,0.04,98.4315185784692
"456",0.51,0.04,98.6608324500386
"457",0.52,0.04,98.8901463216079
"458",0.53,0.04,99.1194601931773
"459",0.54,0.04,99.3487740647467
"460",0.55,0.04,99.5780879363161
"461",0.56,0.04,99.8074018078855
"462",0.57,0.04,100.036715679455
"463",0.58,0.04,100.266029551024
"464",0.59,0.04,100.495343422594
"465",0.6,0.04,100.724657294163
"466",0.61,0.04,100.953971165732
"467",0.62,0.04,101.183285037302
"468",0.63,0.04,101.412598908871
"469",0.64,0.04,101.641912780441
"470",0.65,0.04,101.87122665201
"471",0.66,0.04,102.100540523579
"472",0.67,0.04,102.329854395149
"473",0.68,0.04,102.559168266718
"474",0.69,0.04,102.788482138287
"475",0.7,0.04,103.017796009857
"476",0.71,0.04,103.247109881426
"477",0.72,0.04,103.476423752996
"478",0.73,0.04,103.705737624565
"479",0.74,0.04,103.935051496134
"480",0.75,0.04,104.164365367704
"481",0.76,0.04,104.393679239273
"482",0.77,0.04,104.622993110843
"483",0.78,0.04,104.852306982412
"484",0.79,0.04,105.081620853981
"485",0.8,0.04,105.310934725551
"486",0.81,0.04,105.54024859712
"487",0.82,0.04,105.769562468689
"488",0.83,0.04,105.998876340259
"489",0.84,0.04,106.228190211828
"490",0.85,0.04,106.457504083398
"491",0.86,0.04,106.686817954967
"492",0.87,0.04,106.916131826536
"493",0.88,0.04,107.145445698106
"494",0.89,0.04,107.374759569675
"495",0.9,0.04,107.604073441244
"496",0.91,0.04,107.833387312814
"497",0.92,0.04,108.062701184383
"498",0.93,0.04,108.292015055953
"499",0.94,0.04,108.521328927522
"500",0.95,0.04,108.750642799091
"501",0.96,0.04,108.979956670661
"502",0.97,0.04,109.20927054223
"503",0.98,0.04,109.4385844138
"504",0.99,0.04,109.667898285369
"505",1,0.04,110.894065055909
"506",0,0.05,86.965825
"507",0.01,0.05,87.1954073215694
"508",0.02,0.05,87.4249896431388
"509",0.03,0.05,87.6545719647082
"510",0.04,0.05,87.8841542862775
"511",0.05,0.05,88.1137366078469
"512",0.06,0.05,88.3433189294163
"513",0.07,0.05,88.5729012509857
"514",0.08,0.05,88.8024835725551
"515",0.09,0.05,89.0320658941245
"516",0.1,0.05,89.2616482156938
"517",0.11,0.05,89.4912305372632
"518",0.12,0.05,89.7208128588326
"519",0.13,0.05,89.950395180402
"520",0.14,0.05,90.1799775019714
"521",0.15,0.05,90.4095598235408
"522",0.16,0.05,90.6391421451101
"523",0.17,0.05,90.8687244666795
"524",0.18,0.05,91.0983067882489
"525",0.19,0.05,91.3278891098183
"526",0.2,0.05,91.5574714313877
"527",0.21,0.05,91.787053752957
"528",0.22,0.05,92.0166360745264
"529",0.23,0.05,92.2462183960958
"530",0.24,0.05,92.4758007176652
"531",0.25,0.05,92.7053830392346
"532",0.26,0.05,92.934965360804
"533",0.27,0.05,93.1645476823734
"534",0.28,0.05,93.3941300039427
"535",0.29,0.05,93.6237123255121
"536",0.3,0.05,93.8532946470815
"537",0.31,0.05,94.0828769686509
"538",0.32,0.05,94.3124592902202
"539",0.33,0.05,94.5420416117897
"540",0.34,0.05,94.771623933359
"541",0.35,0.05,95.0012062549284
"542",0.36,0.05,95.2307885764978
"543",0.37,0.05,95.4603708980672
"544",0.38,0.05,95.6899532196365
"545",0.39,0.05,95.919535541206
"546",0.4,0.05,96.1491178627753
"547",0.41,0.05,96.3787001843447
"548",0.42,0.05,96.6082825059141
"549",0.43,0.05,96.8378648274835
"550",0.44,0.05,97.0674471490529
"551",0.45,0.05,97.2970294706222
"552",0.46,0.05,97.5266117921916
"553",0.47,0.05,97.756194113761
"554",0.48,0.05,97.9857764353304
"555",0.49,0.05,98.2153587568998
"556",0.5,0.05,98.4449410784692
"557",0.51,0.05,98.6745234000386
"558",0.52,0.05,98.9041057216079
"559",0.53,0.05,99.1336880431773
"560",0.54,0.05,99.3632703647467
"561",0.55,0.05,99.5928526863161
"562",0.56,0.05,99.8224350078855
"563",0.57,0.05,100.052017329455
"564",0.58,0.05,100.281599651024
"565",0.59,0.05,100.511181972594
"566",0.6,0.05,100.740764294163
"567",0.61,0.05,100.970346615732
"568",0.62,0.05,101.199928937302
"569",0.63,0.05,101.429511258871
"570",0.64,0.05,101.659093580441
"571",0.65,0.05,101.88867590201
"572",0.66,0.05,102.118258223579
"573",0.67,0.05,102.347840545149
"574",0.68,0.05,102.577422866718
"575",0.69,0.05,102.807005188287
"576",0.7,0.05,103.036587509857
"577",0.71,0.05,103.266169831426
"578",0.72,0.05,103.495752152996
"579",0.73,0.05,103.725334474565
"580",0.74,0.05,103.954916796134
"581",0.75,0.05,104.184499117704
"582",0.76,0.05,104.414081439273
"583",0.77,0.05,104.643663760843
"584",0.78,0.05,104.873246082412
"585",0.79,0.05,105.102828403981
"586",0.8,0.05,105.332410725551
"587",0.81,0.05,105.56199304712
"588",0.82,0.05,105.791575368689
"589",0.83,0.05,106.021157690259
"590",0.84,0.05,106.250740011828
"591",0.85,0.05,106.480322333398
"592",0.86,0.05,106.709904654967
"593",0.87,0.05,106.939486976536
"594",0.88,0.05,107.169069298106
"595",0.89,0.05,107.398651619675
"596",0.9,0.05,107.628233941244
"597",0.91,0.05,107.857816262814
"598",0.92,0.05,108.087398584383
"599",0.93,0.05,108.316980905953
"600",0.94,0.05,108.546563227522
"601",0.95,0.05,108.776145549091
"602",0.96,0.05,109.005727870661
"603",0.97,0.05,109.23531019223
"604",0.98,0.05,109.4648925138
"605",0.99,0.05,109.694474835369
"606",1,0.05,110.920910055909
"607",0,0.06,86.965825
"608",0.01,0.06,87.1956757715694
"609",0.02,0.06,87.4255265431388
"610",0.03,0.06,87.6553773147082
"611",0.04,0.06,87.8852280862775
"612",0.05,0.06,88.1150788578469
"613",0.06,0.06,88.3449296294163
"614",0.07,0.06,88.5747804009857
"615",0.08,0.06,88.8046311725551
"616",0.09,0.06,89.0344819441245
"617",0.1,0.06,89.2643327156938
"618",0.11,0.06,89.4941834872632
"619",0.12,0.06,89.7240342588326
"620",0.13,0.06,89.953885030402
"621",0.14,0.06,90.1837358019714
"622",0.15,0.06,90.4135865735408
"623",0.16,0.06,90.6434373451101
"624",0.17,0.06,90.8732881166795
"625",0.18,0.06,91.1031388882489
"626",0.19,0.06,91.3329896598183
"627",0.2,0.06,91.5628404313877
"628",0.21,0.06,91.7926912029571
"629",0.22,0.06,92.0225419745264
"630",0.23,0.06,92.2523927460958
"631",0.24,0.06,92.4822435176652
"632",0.25,0.06,92.7120942892346
"633",0.26,0.06,92.941945060804
"634",0.27,0.06,93.1717958323733
"635",0.28,0.06,93.4016466039427
"636",0.29,0.06,93.6314973755121
"637",0.3,0.06,93.8613481470815
"638",0.31,0.06,94.0911989186509
"639",0.32,0.06,94.3210496902202
"640",0.33,0.06,94.5509004617897
"641",0.34,0.06,94.780751233359
"642",0.35,0.06,95.0106020049284
"643",0.36,0.06,95.2404527764978
"644",0.37,0.06,95.4703035480672
"645",0.38,0.06,95.7001543196366
"646",0.39,0.06,95.930005091206
"647",0.4,0.06,96.1598558627753
"648",0.41,0.06,96.3897066343447
"649",0.42,0.06,96.6195574059141
"650",0.43,0.06,96.8494081774835
"651",0.44,0.06,97.0792589490529
"652",0.45,0.06,97.3091097206223
"653",0.46,0.06,97.5389604921916
"654",0.47,0.06,97.768811263761
"655",0.48,0.06,97.9986620353304
"656",0.49,0.06,98.2285128068998
"657",0.5,0.06,98.4583635784691
"658",0.51,0.06,98.6882143500385
"659",0.52,0.06,98.9180651216079
"660",0.53,0.06,99.1479158931773
"661",0.54,0.06,99.3777666647467
"662",0.55,0.06,99.6076174363161
"663",0.56,0.06,99.8374682078855
"664",0.57,0.06,100.067318979455
"665",0.58,0.06,100.297169751024
"666",0.59,0.06,100.527020522594
"667",0.6,0.06,100.756871294163
"668",0.61,0.06,100.986722065732
"669",0.62,0.06,101.216572837302
"670",0.63,0.06,101.446423608871
"671",0.64,0.06,101.676274380441
"672",0.65,0.06,101.90612515201
"673",0.66,0.06,102.135975923579
"674",0.67,0.06,102.365826695149
"675",0.68,0.06,102.595677466718
"676",0.69,0.06,102.825528238287
"677",0.7,0.06,103.055379009857
"678",0.71,0.06,103.285229781426
"679",0.72,0.06,103.515080552996
"680",0.73,0.06,103.744931324565
"681",0.74,0.06,103.974782096134
"682",0.75,0.06,104.204632867704
"683",0.76,0.06,104.434483639273
"684",0.77,0.06,104.664334410843
"685",0.78,0.06,104.894185182412
"686",0.79,0.06,105.124035953981
"687",0.8,0.06,105.353886725551
"688",0.81,0.06,105.58373749712
"689",0.82,0.06,105.813588268689
"690",0.83,0.06,106.043439040259
"691",0.84,0.06,106.273289811828
"692",0.85,0.06,106.503140583398
"693",0.86,0.06,106.732991354967
"694",0.87,0.06,106.962842126536
"695",0.88,0.06,107.192692898106
"696",0.89,0.06,107.422543669675
"697",0.9,0.06,107.652394441244
"698",0.91,0.06,107.882245212814
"699",0.92,0.06,108.112095984383
"700",0.93,0.06,108.341946755953
"701",0.94,0.06,108.571797527522
"702",0.95,0.06,108.801648299091
"703",0.96,0.06,109.031499070661
"704",0.97,0.06,109.26134984223
"705",0.98,0.06,109.4912006138
"706",0.99,0.06,109.721051385369
"707",1,0.06,110.947755055909
"708",0,0.07,86.965825
"709",0.01,0.07,87.1959442215694
"710",0.02,0.07,87.4260634431388
"711",0.03,0.07,87.6561826647082
"712",0.04,0.07,87.8863018862775
"713",0.05,0.07,88.1164211078469
"714",0.06,0.07,88.3465403294163
"715",0.07,0.07,88.5766595509857
"716",0.08,0.07,88.8067787725551
"717",0.09,0.07,89.0368979941245
"718",0.1,0.07,89.2670172156938
"719",0.11,0.07,89.4971364372632
"720",0.12,0.07,89.7272556588326
"721",0.13,0.07,89.957374880402
"722",0.14,0.07,90.1874941019714
"723",0.15,0.07,90.4176133235408
"724",0.16,0.07,90.6477325451101
"725",0.17,0.07,90.8778517666795
"726",0.18,0.07,91.1079709882489
"727",0.19,0.07,91.3380902098183
"728",0.2,0.07,91.5682094313877
"729",0.21,0.07,91.7983286529571
"730",0.22,0.07,92.0284478745264
"731",0.23,0.07,92.2585670960958
"732",0.24,0.07,92.4886863176652
"733",0.25,0.07,92.7188055392346
"734",0.26,0.07,92.948924760804
"735",0.27,0.07,93.1790439823734
"736",0.28,0.07,93.4091632039427
"737",0.29,0.07,93.6392824255121
"738",0.3,0.07,93.8694016470815
"739",0.31,0.07,94.0995208686509
"740",0.32,0.07,94.3296400902203
"741",0.33,0.07,94.5597593117896
"742",0.34,0.07,94.789878533359
"743",0.35,0.07,95.0199977549284
"744",0.36,0.07,95.2501169764978
"745",0.37,0.07,95.4802361980672
"746",0.38,0.07,95.7103554196366
"747",0.39,0.07,95.940474641206
"748",0.4,0.07,96.1705938627753
"749",0.41,0.07,96.4007130843447
"750",0.42,0.07,96.6308323059141
"751",0.43,0.07,96.8609515274835
"752",0.44,0.07,97.0910707490528
"753",0.45,0.07,97.3211899706223
"754",0.46,0.07,97.5513091921916
"755",0.47,0.07,97.781428413761
"756",0.48,0.07,98.0115476353304
"757",0.49,0.07,98.2416668568998
"758",0.5,0.07,98.4717860784692
"759",0.51,0.07,98.7019053000386
"760",0.52,0.07,98.9320245216079
"761",0.53,0.07,99.1621437431773
"762",0.54,0.07,99.3922629647467
"763",0.55,0.07,99.6223821863161
"764",0.56,0.07,99.8525014078855
"765",0.57,0.07,100.082620629455
