"","ai","aj","goodness"
"857",0.9,0.5,1.3473
"858",0.925,0.5,1.384725
"859",0.95,0.5,1.42215
"860",0.975,0.5,1.459575
"861",1,0.5,1.497
"862",0,0.525,0
"863",0.025,0.525,0.03804625
"864",0.05,0.525,0.0760925
"865",0.075,0.525,0.11413875
"866",0.1,0.525,0.152185
"867",0.125,0.525,0.19023125
"868",0.15,0.525,0.2282775
"869",0.175,0.525,0.26632375
"870",0.2,0.525,0.30437
"871",0.225,0.525,0.34241625
"872",0.25,0.525,0.3804625
"873",0.275,0.525,0.41850875
"874",0.3,0.525,0.456555
"875",0.325,0.525,0.49460125
"876",0.35,0.525,0.5326475
"877",0.375,0.525,0.57069375
"878",0.4,0.525,0.60874
"879",0.425,0.525,0.64678625
"880",0.45,0.525,0.6848325
"881",0.475,0.525,0.72287875
"882",0.5,0.525,0.760925
"883",0.525,0.525,0.79897125
"884",0.55,0.525,0.8370175
"885",0.575,0.525,0.87506375
"886",0.6,0.525,0.91311
"887",0.625,0.525,0.95115625
"888",0.65,0.525,0.9892025
"889",0.675,0.525,1.02724875
"890",0.7,0.525,1.065295
"891",0.725,0.525,1.10334125
"892",0.75,0.525,1.1413875
"893",0.775,0.525,1.17943375
"894",0.8,0.525,1.21748
"895",0.825,0.525,1.25552625
"896",0.85,0.525,1.2935725
"897",0.875,0.525,1.33161875
"898",0.9,0.525,1.369665
"899",0.925,0.525,1.40771125
"900",0.95,0.525,1.4457575
"901",0.975,0.525,1.48380375
"902",1,0.525,1.52185
"903",0,0.55,0
"904",0.025,0.55,0.0386675
"905",0.05,0.55,0.077335
"906",0.075,0.55,0.1160025
"907",0.1,0.55,0.15467
"908",0.125,0.55,0.1933375
"909",0.15,0.55,0.232005
"910",0.175,0.55,0.2706725
"911",0.2,0.55,0.30934
"912",0.225,0.55,0.3480075
"913",0.25,0.55,0.386675
"914",0.275,0.55,0.4253425
"915",0.3,0.55,0.46401
"916",0.325,0.55,0.5026775
"917",0.35,0.55,0.541345
"918",0.375,0.55,0.5800125
"919",0.4,0.55,0.61868
"920",0.425,0.55,0.6573475
"921",0.45,0.55,0.696015
"922",0.475,0.55,0.7346825
"923",0.5,0.55,0.77335
"924",0.525,0.55,0.8120175
"925",0.55,0.55,0.850685
"926",0.575,0.55,0.8893525
"927",0.6,0.55,0.92802
"928",0.625,0.55,0.9666875
"929",0.65,0.55,1.005355
"930",0.675,0.55,1.0440225
"931",0.7,0.55,1.08269
"932",0.725,0.55,1.1213575
"933",0.75,0.55,1.160025
"934",0.775,0.55,1.1986925
"935",0.8,0.55,1.23736
"936",0.825,0.55,1.2760275
"937",0.85,0.55,1.314695
"938",0.875,0.55,1.3533625
"939",0.9,0.55,1.39203
"940",0.925,0.55,1.4306975
"941",0.95,0.55,1.469365
"942",0.975,0.55,1.5080325
"943",1,0.55,1.5467
"944",0,0.575,0
"945",0.025,0.575,0.03928875
"946",0.05,0.575,0.0785775
"947",0.075,0.575,0.11786625
"948",0.1,0.575,0.157155
"949",0.125,0.575,0.19644375
"950",0.15,0.575,0.2357325
"951",0.175,0.575,0.27502125
"952",0.2,0.575,0.31431
"953",0.225,0.575,0.35359875
"954",0.25,0.575,0.3928875
"955",0.275,0.575,0.43217625
"956",0.3,0.575,0.471465
"957",0.325,0.575,0.51075375
"958",0.35,0.575,0.5500425
"959",0.375,0.575,0.58933125
"960",0.4,0.575,0.62862
"961",0.425,0.575,0.66790875
"962",0.45,0.575,0.7071975
"963",0.475,0.575,0.74648625
"964",0.5,0.575,0.785775
"965",0.525,0.575,0.82506375
"966",0.55,0.575,0.8643525
"967",0.575,0.575,0.90364125
"968",0.6,0.575,0.94293
"969",0.625,0.575,0.98221875
"970",0.65,0.575,1.0215075
"971",0.675,0.575,1.06079625
"972",0.7,0.575,1.100085
"973",0.725,0.575,1.13937375
"974",0.75,0.575,1.1786625
"975",0.775,0.575,1.21795125
"976",0.8,0.575,1.25724
"977",0.825,0.575,1.29652875
"978",0.85,0.575,1.3358175
"979",0.875,0.575,1.37510625
"980",0.9,0.575,1.414395
"981",0.925,0.575,1.45368375
"982",0.95,0.575,1.4929725
"983",0.975,0.575,1.53226125
"984",1,0.575,1.57155
"985",0,0.6,0
"986",0.025,0.6,0.03991
"987",0.05,0.6,0.07982
"988",0.075,0.6,0.11973
"989",0.1,0.6,0.15964
"990",0.125,0.6,0.19955
"991",0.15,0.6,0.23946
"992",0.175,0.6,0.27937
"993",0.2,0.6,0.31928
"994",0.225,0.6,0.35919
"995",0.25,0.6,0.3991
"996",0.275,0.6,0.43901
"997",0.3,0.6,0.47892
"998",0.325,0.6,0.51883
"999",0.35,0.6,0.55874
"1000",0.375,0.6,0.59865
"1001",0.4,0.6,0.63856
"1002",0.425,0.6,0.67847
"1003",0.45,0.6,0.71838
"1004",0.475,0.6,0.75829
"1005",0.5,0.6,0.7982
"1006",0.525,0.6,0.83811
"1007",0.55,0.6,0.87802
"1008",0.575,0.6,0.91793
"1009",0.6,0.6,0.95784
"1010",0.625,0.6,0.99775
"1011",0.65,0.6,1.03766
"1012",0.675,0.6,1.07757
"1013",0.7,0.6,1.11748
"1014",0.725,0.6,1.15739
"1015",0.75,0.6,1.1973
"1016",0.775,0.6,1.23721
"1017",0.8,0.6,1.27712
"1018",0.825,0.6,1.31703
"1019",0.85,0.6,1.35694
"1020",0.875,0.6,1.39685
"1021",0.9,0.6,1.43676
"1022",0.925,0.6,1.47667
"1023",0.95,0.6,1.51658
"1024",0.975,0.6,1.55649
"1025",1,0.6,1.5964
"1026",0,0.625,0
"1027",0.025,0.625,0.04053125
"1028",0.05,0.625,0.0810625
"1029",0.075,0.625,0.12159375
"1030",0.1,0.625,0.162125
"1031",0.125,0.625,0.20265625
"1032",0.15,0.625,0.2431875
"1033",0.175,0.625,0.28371875
"1034",0.2,0.625,0.32425
"1035",0.225,0.625,0.36478125
"1036",0.25,0.625,0.4053125
"1037",0.275,0.625,0.44584375
"1038",0.3,0.625,0.486375
"1039",0.325,0.625,0.52690625
"1040",0.35,0.625,0.5674375
"1041",0.375,0.625,0.60796875
"1042",0.4,0.625,0.6485
"1043",0.425,0.625,0.68903125
"1044",0.45,0.625,0.7295625
"1045",0.475,0.625,0.77009375
"1046",0.5,0.625,0.810625
"1047",0.525,0.625,0.85115625
"1048",0.55,0.625,0.8916875
"1049",0.575,0.625,0.93221875
"1050",0.6,0.625,0.97275
"1051",0.625,0.625,1.01328125
"1052",0.65,0.625,1.0538125
"1053",0.675,0.625,1.09434375
"1054",0.7,0.625,1.134875
"1055",0.725,0.625,1.17540625
"1056",0.75,0.625,1.2159375
"1057",0.775,0.625,1.25646875
"1058",0.8,0.625,1.297
"1059",0.825,0.625,1.33753125
"1060",0.85,0.625,1.3780625
"1061",0.875,0.625,1.41859375
"1062",0.9,0.625,1.459125
"1063",0.925,0.625,1.49965625
"1064",0.95,0.625,1.5401875
"1065",0.975,0.625,1.58071875
"1066",1,0.625,1.62125
"1067",0,0.65,0
"1068",0.025,0.65,0.0411525
"1069",0.05,0.65,0.082305
"1070",0.075,0.65,0.1234575
"1071",0.1,0.65,0.16461
"1072",0.125,0.65,0.2057625
"1073",0.15,0.65,0.246915
"1074",0.175,0.65,0.2880675
"1075",0.2,0.65,0.32922
"1076",0.225,0.65,0.3703725
"1077",0.25,0.65,0.411525
"1078",0.275,0.65,0.4526775
"1079",0.3,0.65,0.49383
"1080",0.325,0.65,0.5349825
"1081",0.35,0.65,0.576135
"1082",0.375,0.65,0.6172875
"1083",0.4,0.65,0.65844
"1084",0.425,0.65,0.6995925
"1085",0.45,0.65,0.740745
"1086",0.475,0.65,0.7818975
"1087",0.5,0.65,0.82305
"1088",0.525,0.65,0.8642025
"1089",0.55,0.65,0.905355
"1090",0.575,0.65,0.9465075
"1091",0.6,0.65,0.98766
"1092",0.625,0.65,1.0288125
"1093",0.65,0.65,1.069965
"1094",0.675,0.65,1.1111175
"1095",0.7,0.65,1.15227
"1096",0.725,0.65,1.1934225
"1097",0.75,0.65,1.234575
"1098",0.775,0.65,1.2757275
"1099",0.8,0.65,1.31688
"1100",0.825,0.65,1.3580325
"1101",0.85,0.65,1.399185
"1102",0.875,0.65,1.4403375
"1103",0.9,0.65,1.48149
"1104",0.925,0.65,1.5226425
"1105",0.95,0.65,1.563795
"1106",0.975,0.65,1.6049475
"1107",1,0.65,1.6461
"1108",0,0.675,0
"1109",0.025,0.675,0.04177375
"1110",0.05,0.675,0.0835475
"1111",0.075,0.675,0.12532125
"1112",0.1,0.675,0.167095
"1113",0.125,0.675,0.20886875
"1114",0.15,0.675,0.2506425
"1115",0.175,0.675,0.29241625
"1116",0.2,0.675,0.33419
"1117",0.225,0.675,0.37596375
"1118",0.25,0.675,0.4177375
"1119",0.275,0.675,0.45951125
"1120",0.3,0.675,0.501285
"1121",0.325,0.675,0.54305875
"1122",0.35,0.675,0.5848325
"1123",0.375,0.675,0.62660625
"1124",0.4,0.675,0.66838
"1125",0.425,0.675,0.71015375
"1126",0.45,0.675,0.7519275
"1127",0.475,0.675,0.79370125
"1128",0.5,0.675,0.835475
"1129",0.525,0.675,0.87724875
"1130",0.55,0.675,0.9190225
"1131",0.575,0.675,0.96079625
"1132",0.6,0.675,1.00257
"1133",0.625,0.675,1.04434375
"1134",0.65,0.675,1.0861175
"1135",0.675,0.675,1.12789125
"1136",0.7,0.675,1.169665
"1137",0.725,0.675,1.21143875
"1138",0.75,0.675,1.2532125
"1139",0.775,0.675,1.29498625
"1140",0.8,0.675,1.33676
"1141",0.825,0.675,1.37853375
"1142",0.85,0.675,1.4203075
"1143",0.875,0.675,1.46208125
"1144",0.9,0.675,1.503855
"1145",0.925,0.675,1.54562875
"1146",0.95,0.675,1.5874025
"1147",0.975,0.675,1.62917625
"1148",1,0.675,1.67095
"1149",0,0.7,0
"1150",0.025,0.7,0.042395
"1151",0.05,0.7,0.08479
"1152",0.075,0.7,0.127185
"1153",0.1,0.7,0.16958
"1154",0.125,0.7,0.211975
"1155",0.15,0.7,0.25437
"1156",0.175,0.7,0.296765
"1157",0.2,0.7,0.33916
"1158",0.225,0.7,0.381555
"1159",0.25,0.7,0.42395
"1160",0.275,0.7,0.466345
"1161",0.3,0.7,0.50874
"1162",0.325,0.7,0.551135
"1163",0.35,0.7,0.59353
"1164",0.375,0.7,0.635925
"1165",0.4,0.7,0.67832
"1166",0.425,0.7,0.720715
"1167",0.45,0.7,0.76311
"1168",0.475,0.7,0.805505
"1169",0.5,0.7,0.8479
"1170",0.525,0.7,0.890295
"1171",0.55,0.7,0.93269
"1172",0.575,0.7,0.975085
"1173",0.6,0.7,1.01748
"1174",0.625,0.7,1.059875
"1175",0.65,0.7,1.10227
"1176",0.675,0.7,1.144665
"1177",0.7,0.7,1.18706
"1178",0.725,0.7,1.229455
"1179",0.75,0.7,1.27185
"1180",0.775,0.7,1.314245
"1181",0.8,0.7,1.35664
"1182",0.825,0.7,1.399035
"1183",0.85,0.7,1.44143
"1184",0.875,0.7,1.483825
"1185",0.9,0.7,1.52622
"1186",0.925,0.7,1.568615
"1187",0.95,0.7,1.61101
"1188",0.975,0.7,1.653405
"1189",1,0.7,1.6958
"1190",0,0.725,0
"1191",0.025,0.725,0.04301625
"1192",0.05,0.725,0.0860325
"1193",0.075,0.725,0.12904875
"1194",0.1,0.725,0.172065
"1195",0.125,0.725,0.21508125
"1196",0.15,0.725,0.2580975
"1197",0.175,0.725,0.30111375
"1198",0.2,0.725,0.34413
"1199",0.225,0.725,0.38714625
"1200",0.25,0.725,0.4301625
"1201",0.275,0.725,0.47317875
"1202",0.3,0.725,0.516195
"1203",0.325,0.725,0.55921125
"1204",0.35,0.725,0.6022275
"1205",0.375,0.725,0.64524375
"1206",0.4,0.725,0.68826
"1207",0.425,0.725,0.73127625
"1208",0.45,0.725,0.7742925
"1209",0.475,0.725,0.81730875
"1210",0.5,0.725,0.860325
"1211",0.525,0.725,0.90334125
"1212",0.55,0.725,0.9463575
"1213",0.575,0.725,0.98937375
"1214",0.6,0.725,1.03239
"1215",0.625,0.725,1.07540625
"1216",0.65,0.725,1.1184225
"1217",0.675,0.725,1.16143875
"1218",0.7,0.725,1.204455
"1219",0.725,0.725,1.24747125
"1220",0.75,0.725,1.2904875
"1221",0.775,0.725,1.33350375
"1222",0.8,0.725,1.37652
"1223",0.825,0.725,1.41953625
"1224",0.85,0.725,1.4625525
"1225",0.875,0.725,1.50556875
"1226",0.9,0.725,1.548585
"1227",0.925,0.725,1.59160125
"1228",0.95,0.725,1.6346175
"1229",0.975,0.725,1.67763375
"1230",1,0.725,1.72065
"1231",0,0.75,0
"1232",0.025,0.75,0.0436375
"1233",0.05,0.75,0.087275
"1234",0.075,0.75,0.1309125
"1235",0.1,0.75,0.17455
"1236",0.125,0.75,0.2181875
"1237",0.15,0.75,0.261825
"1238",0.175,0.75,0.3054625
"1239",0.2,0.75,0.3491
"1240",0.225,0.75,0.3927375
"1241",0.25,0.75,0.436375
"1242",0.275,0.75,0.4800125
"1243",0.3,0.75,0.52365
"1244",0.325,0.75,0.5672875
"1245",0.35,0.75,0.610925
"1246",0.375,0.75,0.6545625
"1247",0.4,0.75,0.6982
"1248",0.425,0.75,0.7418375
"1249",0.45,0.75,0.785475
"1250",0.475,0.75,0.8291125
"1251",0.5,0.75,0.87275
"1252",0.525,0.75,0.9163875
"1253",0.55,0.75,0.960025
"1254",0.575,0.75,1.0036625
"1255",0.6,0.75,1.0473
"1256",0.625,0.75,1.0909375
"1257",0.65,0.75,1.134575
"1258",0.675,0.75,1.1782125
"1259",0.7,0.75,1.22185
"1260",0.725,0.75,1.2654875
"1261",0.75,0.75,1.309125
"1262",0.775,0.75,1.3527625
"1263",0.8,0.75,1.3964
"1264",0.825,0.75,1.4400375
"1265",0.85,0.75,1.483675
"1266",0.875,0.75,1.5273125
"1267",0.9,0.75,1.57095
"1268",0.925,0.75,1.6145875
"1269",0.95,0.75,1.658225
"1270",0.975,0.75,1.7018625
"1271",1,0.75,1.7455
"1272",0,0.775,0
"1273",0.025,0.775,0.04425875
"1274",0.05,0.775,0.0885175
"1275",0.075,0.775,0.13277625
"1276",0.1,0.775,0.177035
"1277",0.125,0.775,0.22129375
"1278",0.15,0.775,0.2655525
"1279",0.175,0.775,0.30981125
"1280",0.2,0.775,0.35407
"1281",0.225,0.775,0.39832875
"1282",0.25,0.775,0.4425875
"1283",0.275,0.775,0.48684625
"1284",0.3,0.775,0.531105
"1285",0.325,0.775,0.57536375
"1286",0.35,0.775,0.6196225
"1287",0.375,0.775,0.66388125
"1288",0.4,0.775,0.70814
"1289",0.425,0.775,0.75239875
"1290",0.45,0.775,0.7966575
"1291",0.475,0.775,0.84091625
"1292",0.5,0.775,0.885175
"1293",0.525,0.775,0.92943375
"1294",0.55,0.775,0.9736925
"1295",0.575,0.775,1.01795125
"1296",0.6,0.775,1.06221
"1297",0.625,0.775,1.10646875
"1298",0.65,0.775,1.1507275
"1299",0.675,0.775,1.19498625
"1300",0.7,0.775,1.239245
"1301",0.725,0.775,1.28350375
"1302",0.75,0.775,1.3277625
"1303",0.775,0.775,1.37202125
"1304",0.8,0.775,1.41628
"1305",0.825,0.775,1.46053875
"1306",0.85,0.775,1.5047975
"1307",0.875,0.775,1.54905625
"1308",0.9,0.775,1.593315
"1309",0.925,0.775,1.63757375
"1310",0.95,0.775,1.6818325
"1311",0.975,0.775,1.72609125
"1312",1,0.775,1.77035
"1313",0,0.8,0
"1314",0.025,0.8,0.04488
"1315",0.05,0.8,0.08976
"1316",0.075,0.8,0.13464
"1317",0.1,0.8,0.17952
"1318",0.125,0.8,0.2244
"1319",0.15,0.8,0.26928
"1320",0.175,0.8,0.31416
"1321",0.2,0.8,0.35904
"1322",0.225,0.8,0.40392
"1323",0.25,0.8,0.4488
"1324",0.275,0.8,0.49368
"1325",0.3,0.8,0.53856
"1326",0.325,0.8,0.58344
"1327",0.35,0.8,0.62832
"1328",0.375,0.8,0.6732
"1329",0.4,0.8,0.71808
"1330",0.425,0.8,0.76296
"1331",0.45,0.8,0.80784
"1332",0.475,0.8,0.85272
"1333",0.5,0.8,0.8976
"1334",0.525,0.8,0.94248
"1335",0.55,0.8,0.98736
"1336",0.575,0.8,1.03224
"1337",0.6,0.8,1.07712
"1338",0.625,0.8,1.122
"1339",0.65,0.8,1.16688
"1340",0.675,0.8,1.21176
"1341",0.7,0.8,1.25664
"1342",0.725,0.8,1.30152
"1343",0.75,0.8,1.3464
"1344",0.775,0.8,1.39128
"1345",0.8,0.8,1.43616
"1346",0.825,0.8,1.48104
"1347",0.85,0.8,1.52592
"1348",0.875,0.8,1.5708
"1349",0.9,0.8,1.61568
"1350",0.925,0.8,1.66056
"1351",0.95,0.8,1.70544
"1352",0.975,0.8,1.75032
"1353",1,0.8,1.7952
"1354",0,0.825,0
"1355",0.025,0.825,0.04550125
"1356",0.05,0.825,0.0910025
"1357",0.075,0.825,0.13650375
"1358",0.1,0.825,0.182005
"1359",0.125,0.825,0.22750625
"1360",0.15,0.825,0.2730075
"1361",0.175,0.825,0.31850875
"1362",0.2,0.825,0.36401
"1363",0.225,0.825,0.40951125
"1364",0.25,0.825,0.4550125
"1365",0.275,0.825,0.50051375
"1366",0.3,0.825,0.546015
"1367",0.325,0.825,0.59151625
"1368",0.35,0.825,0.6370175
"1369",0.375,0.825,0.68251875
"1370",0.4,0.825,0.72802
"1371",0.425,0.825,0.77352125
"1372",0.45,0.825,0.8190225
"1373",0.475,0.825,0.86452375
"1374",0.5,0.825,0.910025
"1375",0.525,0.825,0.95552625
"1376",0.55,0.825,1.0010275
"1377",0.575,0.825,1.04652875
"1378",0.6,0.825,1.09203
"1379",0.625,0.825,1.13753125
"1380",0.65,0.825,1.1830325
"1381",0.675,0.825,1.22853375
"1382",0.7,0.825,1.274035
"1383",0.725,0.825,1.31953625
"1384",0.75,0.825,1.3650375
"1385",0.775,0.825,1.41053875
"1386",0.8,0.825,1.45604
"1387",0.825,0.825,1.50154125
"1388",0.85,0.825,1.5470425
"1389",0.875,0.825,1.59254375
"1390",0.9,0.825,1.638045
"1391",0.925,0.825,1.68354625
"1392",0.95,0.825,1.7290475
"1393",0.975,0.825,1.77454875
"1394",1,0.825,1.82005
"1395",0,0.85,0
"1396",0.025,0.85,0.0461225
"1397",0.05,0.85,0.092245
"1398",0.075,0.85,0.1383675
"1399",0.1,0.85,0.18449
"1400",0.125,0.85,0.2306125
"1401",0.15,0.85,0.276735
"1402",0.175,0.85,0.3228575
"1403",0.2,0.85,0.36898
"1404",0.225,0.85,0.4151025
"1405",0.25,0.85,0.461225
"1406",0.275,0.85,0.5073475
"1407",0.3,0.85,0.55347
"1408",0.325,0.85,0.5995925
"1409",0.35,0.85,0.645715
"1410",0.375,0.85,0.6918375
"1411",0.4,0.85,0.73796
"1412",0.425,0.85,0.7840825
"1413",0.45,0.85,0.830205
"1414",0.475,0.85,0.8763275
"1415",0.5,0.85,0.92245
"1416",0.525,0.85,0.9685725
"1417",0.55,0.85,1.014695
"1418",0.575,0.85,1.0608175
"1419",0.6,0.85,1.10694
"1420",0.625,0.85,1.1530625
"1421",0.65,0.85,1.199185
"1422",0.675,0.85,1.2453075
"1423",0.7,0.85,1.29143
"1424",0.725,0.85,1.3375525
"1425",0.75,0.85,1.383675
"1426",0.775,0.85,1.4297975
"1427",0.8,0.85,1.47592
"1428",0.825,0.85,1.5220425
"1429",0.85,0.85,1.568165
"1430",0.875,0.85,1.6142875
"1431",0.9,0.85,1.66041
"1432",0.925,0.85,1.7065325
"1433",0.95,0.85,1.752655
"1434",0.975,0.85,1.7987775
"1435",1,0.85,1.8449
"1436",0,0.875,0
"1437",0.025,0.875,0.04674375
"1438",0.05,0.875,0.0934875
"1439",0.075,0.875,0.14023125
"1440",0.1,0.875,0.186975
"1441",0.125,0.875,0.23371875
"1442",0.15,0.875,0.2804625
"1443",0.175,0.875,0.32720625
"1444",0.2,0.875,0.37395
"1445",0.225,0.875,0.42069375
"1446",0.25,0.875,0.4674375
"1447",0.275,0.875,0.51418125
"1448",0.3,0.875,0.560925
"1449",0.325,0.875,0.60766875
"1450",0.35,0.875,0.6544125
"1451",0.375,0.875,0.70115625
"1452",0.4,0.875,0.7479
"1453",0.425,0.875,0.79464375
"1454",0.45,0.875,0.8413875
"1455",0.475,0.875,0.88813125
"1456",0.5,0.875,0.934875
"1457",0.525,0.875,0.98161875
"1458",0.55,0.875,1.0283625
"1459",0.575,0.875,1.07510625
"1460",0.6,0.875,1.12185
"1461",0.625,0.875,1.16859375
"1462",0.65,0.875,1.2153375
"1463",0.675,0.875,1.26208125
"1464",0.7,0.875,1.308825
"1465",0.725,0.875,1.35556875
"1466",0.75,0.875,1.4023125
"1467",0.775,0.875,1.44905625
"1468",0.8,0.875,1.4958
"1469",0.825,0.875,1.54254375
"1470",0.85,0.875,1.5892875
"1471",0.875,0.875,1.63603125
"1472",0.9,0.875,1.682775
"1473",0.925,0.875,1.72951875
"1474",0.95,0.875,1.7762625
"1475",0.975,0.875,1.82300625
"1476",1,0.875,1.86975
"1477",0,0.9,0
"1478",0.025,0.9,0.047365
"1479",0.05,0.9,0.09473
"1480",0.075,0.9,0.142095
"1481",0.1,0.9,0.18946
"1482",0.125,0.9,0.236825
"1483",0.15,0.9,0.28419
"1484",0.175,0.9,0.331555
"1485",0.2,0.9,0.37892
"1486",0.225,0.9,0.426285
"1487",0.25,0.9,0.47365
"1488",0.275,0.9,0.521015
"1489",0.3,0.9,0.56838
"1490",0.325,0.9,0.615745
"1491",0.35,0.9,0.66311
"1492",0.375,0.9,0.710475
"1493",0.4,0.9,0.75784
"1494",0.425,0.9,0.805205
"1495",0.45,0.9,0.85257
"1496",0.475,0.9,0.899935
"1497",0.5,0.9,0.9473
"1498",0.525,0.9,0.994665
"1499",0.55,0.9,1.04203
"1500",0.575,0.9,1.089395
"1501",0.6,0.9,1.13676
"1502",0.625,0.9,1.184125
"1503",0.65,0.9,1.23149
"1504",0.675,0.9,1.278855
"1505",0.7,0.9,1.32622
"1506",0.725,0.9,1.373585
"1507",0.75,0.9,1.42095
"1508",0.775,0.9,1.468315
"1509",0.8,0.9,1.51568
"1510",0.825,0.9,1.563045
"1511",0.85,0.9,1.61041
"1512",0.875,0.9,1.657775
"1513",0.9,0.9,1.70514
"1514",0.925,0.9,1.752505
"1515",0.95,0.9,1.79987
"1516",0.975,0.9,1.847235
"1517",1,0.9,1.8946
"1518",0,0.925,0
"1519",0.025,0.925,0.04798625
"1520",0.05,0.925,0.0959725
"1521",0.075,0.925,0.14395875
"1522",0.1,0.925,0.191945
"1523",0.125,0.925,0.23993125
"1524",0.15,0.925,0.2879175
"1525",0.175,0.925,0.33590375
"1526",0.2,0.925,0.38389
"1527",0.225,0.925,0.43187625
"1528",0.25,0.925,0.4798625
"1529",0.275,0.925,0.52784875
"1530",0.3,0.925,0.575835
"1531",0.325,0.925,0.62382125
"1532",0.35,0.925,0.6718075
"1533",0.375,0.925,0.71979375
"1534",0.4,0.925,0.76778
"1535",0.425,0.925,0.81576625
"1536",0.45,0.925,0.8637525
"1537",0.475,0.925,0.91173875
"1538",0.5,0.925,0.959725
"1539",0.525,0.925,1.00771125
"1540",0.55,0.925,1.0556975
"1541",0.575,0.925,1.10368375
"1542",0.6,0.925,1.15167
"1543",0.625,0.925,1.19965625
"1544",0.65,0.925,1.2476425
"1545",0.675,0.925,1.29562875
"1546",0.7,0.925,1.343615
"1547",0.725,0.925,1.39160125
"1548",0.75,0.925,1.4395875
"1549",0.775,0.925,1.48757375
"1550",0.8,0.925,1.53556
"1551",0.825,0.925,1.58354625
"1552",0.85,0.925,1.6315325
"1553",0.875,0.925,1.67951875
"1554",0.9,0.925,1.727505
"1555",0.925,0.925,1.77549125
"1556",0.95,0.925,1.8234775
"1557",0.975,0.925,1.87146375
"1558",1,0.925,1.91945
"1559",0,0.95,0
"1560",0.025,0.95,0.0486075
"1561",0.05,0.95,0.097215
"1562",0.075,0.95,0.1458225
"1563",0.1,0.95,0.19443
"1564",0.125,0.95,0.2430375
"1565",0.15,0.95,0.291645
"1566",0.175,0.95,0.3402525
"1567",0.2,0.95,0.38886
"1568",0.225,0.95,0.4374675
"1569",0.25,0.95,0.486075
"1570",0.275,0.95,0.5346825
"1571",0.3,0.95,0.58329
"1572",0.325,0.95,0.6318975
"1573",0.35,0.95,0.680505
"1574",0.375,0.95,0.7291125
"1575",0.4,0.95,0.77772
"1576",0.425,0.95,0.8263275
"1577",0.45,0.95,0.874935
"1578",0.475,0.95,0.9235425
"1579",0.5,0.95,0.97215
"1580",0.525,0.95,1.0207575
"1581",0.55,0.95,1.069365
"1582",0.575,0.95,1.1179725
"1583",0.6,0.95,1.16658
"1584",0.625,0.95,1.2151875
"1585",0.65,0.95,1.263795
"1586",0.675,0.95,1.3124025
"1587",0.7,0.95,1.36101
"1588",0.725,0.95,1.4096175
"1589",0.75,0.95,1.458225
"1590",0.775,0.95,1.5068325
"1591",0.8,0.95,1.55544
"1592",0.825,0.95,1.6040475
"1593",0.85,0.95,1.652655
"1594",0.875,0.95,1.7012625
"1595",0.9,0.95,1.74987
"1596",0.925,0.95,1.7984775
"1597",0.95,0.95,1.847085
"1598",0.975,0.95,1.8956925
"1599",1,0.95,1.9443
"1600",0,0.975,0
"1601",0.025,0.975,0.04922875
"1602",0.05,0.975,0.0984575
"1603",0.075,0.975,0.14768625
"1604",0.1,0.975,0.196915
"1605",0.125,0.975,0.24614375
"1606",0.15,0.975,0.2953725
"1607",0.175,0.975,0.34460125
"1608",0.2,0.975,0.39383
"1609",0.225,0.975,0.44305875
"1610",0.25,0.975,0.4922875
"1611",0.275,0.975,0.54151625
"1612",0.3,0.975,0.590745
"1613",0.325,0.975,0.63997375
"1614",0.35,0.975,0.6892025
"1615",0.375,0.975,0.73843125
"1616",0.4,0.975,0.78766
"1617",0.425,0.975,0.83688875
"1618",0.45,0.975,0.8861175
"1619",0.475,0.975,0.93534625
"1620",0.5,0.975,0.984575
"1621",0.525,0.975,1.03380375
"1622",0.55,0.975,1.0830325
"1623",0.575,0.975,1.13226125
"1624",0.6,0.975,1.18149
"1625",0.625,0.975,1.23071875
"1626",0.65,0.975,1.2799475
"1627",0.675,0.975,1.32917625
"1628",0.7,0.975,1.378405
"1629",0.725,0.975,1.42763375
"1630",0.75,0.975,1.4768625
"1631",0.775,0.975,1.52609125
"1632",0.8,0.975,1.57532
"1633",0.825,0.975,1.62454875
"1634",0.85,0.975,1.6737775
"1635",0.875,0.975,1.72300625
"1636",0.9,0.975,1.772235
"1637",0.925,0.975,1.82146375
"1638",0.95,0.975,1.8706925
"1639",0.975,0.975,1.91992125
"1640",1,0.975,1.96915
"1641",0,1,0
"1642",0.025,1,0.04985
"1643",0.05,1,0.0997
"1644",0.075,1,0.14955
"1645",0.1,1,0.1994
"1646",0.125,1,0.24925
"1647",0.15,1,0.2991
"1648",0.175,1,0.34895
"1649",0.2,1,0.3988
"1650",0.225,1,0.44865
"1651",0.25,1,0.4985
"1652",0.275,1,0.54835
"1653",0.3,1,0.5982
"1654",0.325,1,0.64805
"1655",0.35,1,0.6979
"1656",0.375,1,0.74775
"1657",0.4,1,0.7976
"1658",0.425,1,0.84745
"1659",0.45,1,0.8973
"1660",0.475,1,0.94715
"1661",0.5,1,0.997
"1662",0.525,1,1.04685
"1663",0.55,1,1.0967
"1664",0.575,1,1.14655
"1665",0.6,1,1.1964
"1666",0.625,1,1.24625
"1667",0.65,1,1.2961
"1668",0.675,1,1.34595
"1669",0.7,1,1.3958
"1670",0.725,1,1.44565
"1671",0.75,1,1.4955
"1672",0.775,1,1.54535
"1673",0.8,1,1.5952
"1674",0.825,1,1.64505
"1675",0.85,1,1.6949
"1676",0.875,1,1.74475
